-4.588929306800921040e+04,-4.587844979038535530e+04,-4.583832966317712271e+04,-4.602374971054492926e+04,-4.602537620218851225e+04,-4.583236586048399477e+04,-4.601127994127750571e+04,-4.601344859680227091e+04,-4.591748558983121620e+04,-4.598688256662384811e+04,-4.593266617850459443e+04,-4.594405162000963901e+04,-4.609585750674352312e+04,-4.605519521565409377e+04,-4.625416936005171738e+04,-4.580796848583033716e+04,-4.593212401462341222e+04,-4.614139927276368689e+04,-4.604923141296097310e+04
-4.589363037905874080e+04,-4.587628113486058282e+04,-4.583887182705830492e+04,-4.602483403830731550e+04,-4.602374971054492926e+04,-4.583832966317712271e+04,-4.601399076068346767e+04,-4.601182210515869519e+04,-4.591369044266286801e+04,-4.598688256662384811e+04,-4.592887103133625351e+04,-4.594567811165321473e+04,-4.608718288464444777e+04,-4.605465305177289702e+04,-4.625850667110125505e+04,-4.580254684701841325e+04,-4.593591916179175314e+04,-4.614573658381322457e+04,-4.605844819894123793e+04
4.475400190079223830e+04,4.481201343607983290e+04,4.484400110507017962e+04,4.464827994395971473e+04,4.463797883021705638e+04,4.481472425548579486e+04,4.474153213152481476e+04,4.479032688083213725e+04,4.484996490776330029e+04,4.482827835251560464e+04,4.485104923552568653e+04,4.486839847972384450e+04,4.468568925176199264e+04,4.473339967330692161e+04,4.454364231488957739e+04,4.499309617239810905e+04,4.483912163013945246e+04,4.464773778007852525e+04,4.475183324526747310e+04
4.475508622855461726e+04,4.480767612503028795e+04,4.484562759671376261e+04,4.465044859948448720e+04,4.465099076336567668e+04,4.481526641936698434e+04,4.474912242586151115e+04,4.478707389754497854e+04,4.485755520209999668e+04,4.482123022206010501e+04,4.485701303821880720e+04,4.486189251314953435e+04,4.467647246578172053e+04,4.473502616495050461e+04,4.454418447877076687e+04,4.499743348344764672e+04,4.483641081073349051e+04,4.464285830514779082e+04,4.475237540914866258e+04
4.475400190079223830e+04,4.480496530562432599e+04,4.484183244954541442e+04,4.464665345231613901e+04,4.464827994395971473e+04,4.481472425548579486e+04,4.474424295093077671e+04,4.478815822530736477e+04,4.485972385762476915e+04,4.482448320534724917e+04,4.484671192447614885e+04,4.486080818538714811e+04,4.468026761295006145e+04,4.474098996764361800e+04,4.454526880653315311e+04,4.499689131956645724e+04,4.484237461342660390e+04,4.463418368304870819e+04,4.474370078704957996e+04
4.476430301453488937e+04,4.481526641936698434e+04,4.483912163013945246e+04,4.465044859948448720e+04,4.464773778007852525e+04,4.480876045279267419e+04,4.474912242586151115e+04,4.479195337247571297e+04,4.485484438269403472e+04,4.482665186087202892e+04,4.485484438269403472e+04,4.486297684091192059e+04,4.468406276011841692e+04,4.473285750942573941e+04,4.454201582324599440e+04,4.499309617239810905e+04,4.483749513849586947e+04,4.464448479679136653e+04,4.475237540914866258e+04
4.475779704796057922e+04,4.480496530562432599e+04,4.483532648297110427e+04,4.464990643560329045e+04,4.464665345231613901e+04,4.481147127219863614e+04,4.474641160645554191e+04,4.478382091425782710e+04,4.485538654657522420e+04,4.483153133580276335e+04,4.485538654657522420e+04,4.486026602150595863e+04,4.468080977683125820e+04,4.473014669001977018e+04,4.453659418443407048e+04,4.499146968075452605e+04,4.483912163013945246e+04,4.464285830514779082e+04,4.474532727869316295e+04
4.476159219512892741e+04,4.481255559996102238e+04,4.484291677730780066e+04,4.464394263291017705e+04,4.464611128843494225e+04,4.481743507489174954e+04,4.474098996764361800e+04,4.478815822530736477e+04,4.485484438269403472e+04,4.482231454982248397e+04,4.485104923552568653e+04,4.485918169374356512e+04,4.467593030190053105e+04,4.472743587061381550e+04,4.454201582324599440e+04,4.498821669746737462e+04,4.483098917192155932e+04,4.463852099409824586e+04,4.474966458974269335e+04
4.475508622855461726e+04,4.480442314174313651e+04,4.484454326895137638e+04,4.464556912455375277e+04,4.464936427172210097e+04,4.481201343607983290e+04,4.474695377033673867e+04,4.478490524202020606e+04,4.485267572716926225e+04,4.482502536922845320e+04,4.484996490776330029e+04,4.485755520209999668e+04,4.467484597413814481e+04,4.473177318166334589e+04,4.453713634831525997e+04,4.499634915568525321e+04,4.483532648297110427e+04,4.464231614126659406e+04,4.474695377033673867e+04
4.475291757302985206e+04,4.481472425548579486e+04,4.483803730237706623e+04,4.465587023829640384e+04,4.464665345231613901e+04,4.481038694443624991e+04,4.474424295093077671e+04,4.478707389754497854e+04,4.485647087433761044e+04,4.482394104146605969e+04,4.485267572716926225e+04,4.485484438269403472e+04,4.466725567980144842e+04,4.472906236225738394e+04,4.453767851219645672e+04,4.499580699180407100e+04,4.483966379402064194e+04,4.464068964962301834e+04,4.474966458974269335e+04
